,Item_Identifier,Item_Type,Physical_Product_Name
7154,FDW51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7155,FDS47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7156,FDV02,Dairy,"Milk, Butter, Cheese"
7157,NCU18,Household,"Detergent, Dish Soap, Paper Towels"
7158,NCX17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7159,FDI12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7160,DRH51,Dairy,"Milk, Butter, Cheese"
7161,NCP30,Household,"Detergent, Dish Soap, Paper Towels"
7162,FDG08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7163,FDX35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7164,FDY26,Dairy,"Milk, Butter, Cheese"
7165,NCM43,Others,Miscellaneous Grocery Items
7166,NCZ54,Household,"Detergent, Dish Soap, Paper Towels"
7167,FDO16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7168,FDR22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7169,FDJ16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7170,FDT47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7171,FDZ23,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7172,NCB31,Household,"Detergent, Dish Soap, Paper Towels"
7173,FDM15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7174,FDX27,Dairy,"Milk, Butter, Cheese"
7175,NCS54,Household,"Detergent, Dish Soap, Paper Towels"
7176,NCJ30,Household,"Detergent, Dish Soap, Paper Towels"
7177,FDD58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7178,DRJ23,Hard Drinks,"Whiskey, Vodka, Rum"
7179,FDS14,Dairy,"Milk, Butter, Cheese"
7180,FDR27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7181,FDT49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7182,FDX26,Dairy,"Milk, Butter, Cheese"
7183,NCW53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7184,FDS19,Fruits and Vegetables,"Apples, Carrots, Spinach"
7185,DRF15,Dairy,"Milk, Butter, Cheese"
7186,DRH01,Soft Drinks,"Cola, Lemonade, Orange Juice"
7187,FDJ12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7188,NCE42,Household,"Detergent, Dish Soap, Paper Towels"
7189,DRL37,Soft Drinks,"Cola, Lemonade, Orange Juice"
7190,FDJ36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7191,NCH18,Household,"Detergent, Dish Soap, Paper Towels"
7192,DRI11,Hard Drinks,"Whiskey, Vodka, Rum"
7193,NCO17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7194,FDS49,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7195,FDX43,Fruits and Vegetables,"Apples, Carrots, Spinach"
7196,NCS17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7197,NCC42,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7198,NCM26,Others,Miscellaneous Grocery Items
7199,FDU32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7200,FDU19,Fruits and Vegetables,"Apples, Carrots, Spinach"
7201,NCM53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7202,FDG32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7203,FDF04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7204,NCN55,Others,Miscellaneous Grocery Items
7205,FDJ34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7206,FDT51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7207,FDT01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7208,FDV28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7209,FDD02,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7210,FDW48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7211,FDF44,Fruits and Vegetables,"Apples, Carrots, Spinach"
7212,FDY14,Dairy,"Milk, Butter, Cheese"
7213,FDU59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7214,FDQ10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7215,FDV21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7216,FDQ36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7217,FDH12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7218,FDV40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7219,NCF07,Household,"Detergent, Dish Soap, Paper Towels"
7220,FDA08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7221,FDP33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7222,FDS27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7223,DRD60,Soft Drinks,"Cola, Lemonade, Orange Juice"
7224,FDM28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7225,NCU54,Household,"Detergent, Dish Soap, Paper Towels"
7226,NCX05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7227,FDX59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7228,FDE10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7229,FDW16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7230,FDW07,Fruits and Vegetables,"Apples, Carrots, Spinach"
7231,FDG38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7232,DRC27,Dairy,"Milk, Butter, Cheese"
7233,FDT43,Fruits and Vegetables,"Apples, Carrots, Spinach"
7234,FDR44,Fruits and Vegetables,"Apples, Carrots, Spinach"
7235,FDP26,Dairy,"Milk, Butter, Cheese"
7236,NCE55,Household,"Detergent, Dish Soap, Paper Towels"
7237,FDU39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7238,FDK27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7239,FDP32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7240,NCW54,Household,"Detergent, Dish Soap, Paper Towels"
7241,FDA36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7242,FDU24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7243,FDX34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7244,FDU27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7245,FDQ25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7246,FDY01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7247,FDH27,Dairy,"Milk, Butter, Cheese"
7248,FDL10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7249,FDL15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7250,FDT24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7251,NCN55,Others,Miscellaneous Grocery Items
7252,FDZ59,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7253,FDM57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7254,FDD14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7255,FDU19,Fruits and Vegetables,"Apples, Carrots, Spinach"
7256,DRJ39,Dairy,"Milk, Butter, Cheese"
7257,FDI04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7258,NCQ54,Household,"Detergent, Dish Soap, Paper Towels"
7259,FDW12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7260,FDQ32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7261,DRG49,Soft Drinks,"Cola, Lemonade, Orange Juice"
7262,FDP58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7263,FDD57,Fruits and Vegetables,"Apples, Carrots, Spinach"
7264,DRG23,Hard Drinks,"Whiskey, Vodka, Rum"
7265,NCZ17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7266,DRJ11,Hard Drinks,"Whiskey, Vodka, Rum"
7267,FDG16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7268,FDZ51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7269,NCN43,Others,Miscellaneous Grocery Items
7270,NCN30,Household,"Detergent, Dish Soap, Paper Towels"
7271,FDP39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7272,FDP34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7273,FDM44,Fruits and Vegetables,"Apples, Carrots, Spinach"
7274,FDC28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7275,DRC24,Soft Drinks,"Cola, Lemonade, Orange Juice"
7276,FDN46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7277,NCN53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7278,FDY32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7279,NCW06,Household,"Detergent, Dish Soap, Paper Towels"
7280,FDY48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7281,NCP29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7282,FDB60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7283,DRE60,Soft Drinks,"Cola, Lemonade, Orange Juice"
7284,FDN51,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7285,DRE15,Dairy,"Milk, Butter, Cheese"
7286,DRG15,Dairy,"Milk, Butter, Cheese"
7287,FDX55,Fruits and Vegetables,"Apples, Carrots, Spinach"
7288,FDC57,Fruits and Vegetables,"Apples, Carrots, Spinach"
7289,FDA25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7290,NCK29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7291,FDP48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7292,FDP49,Breakfast,"Oats, Cornflakes, Granola"
7293,FDL38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7294,FDZ21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7295,FDQ44,Fruits and Vegetables,"Apples, Carrots, Spinach"
7296,NCB42,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7297,FDY15,Dairy,"Milk, Butter, Cheese"
7298,NCW05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7299,FDR23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7300,FDO34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7301,FDZ36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7302,FDX58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7303,NCJ18,Household,"Detergent, Dish Soap, Paper Towels"
7304,FDP22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7305,FDH57,Fruits and Vegetables,"Apples, Carrots, Spinach"
7306,DRF51,Dairy,"Milk, Butter, Cheese"
7307,FDD51,Dairy,"Milk, Butter, Cheese"
7308,FDW04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7309,FDZ21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7310,NCJ30,Household,"Detergent, Dish Soap, Paper Towels"
7311,FDO45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7312,FDE41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7313,DRD13,Soft Drinks,"Cola, Lemonade, Orange Juice"
7314,NCC07,Household,"Detergent, Dish Soap, Paper Towels"
7315,FDE51,Dairy,"Milk, Butter, Cheese"
7316,NCG43,Household,"Detergent, Dish Soap, Paper Towels"
7317,FDS59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7318,FDV16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7319,FDC03,Dairy,"Milk, Butter, Cheese"
7320,FDV60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7321,FDJ60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7322,FDX20,Fruits and Vegetables,"Apples, Carrots, Spinach"
7323,FDD17,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7324,FDD08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7325,FDX45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7326,FDM25,Breakfast,"Oats, Cornflakes, Granola"
7327,NCT42,Household,"Detergent, Dish Soap, Paper Towels"
7328,FDT02,Dairy,"Milk, Butter, Cheese"
7329,FDV34,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7330,NCR41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7331,FDT31,Fruits and Vegetables,"Apples, Carrots, Spinach"
7332,FDF33,Seafood,"Salmon, Shrimp, Tuna"
7333,NCU29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7334,NCB55,Household,"Detergent, Dish Soap, Paper Towels"
7335,NCU18,Household,"Detergent, Dish Soap, Paper Towels"
7336,FDZ59,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7337,NCI29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7338,FDL03,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7339,NCQ06,Household,"Detergent, Dish Soap, Paper Towels"
7340,FDY31,Fruits and Vegetables,"Apples, Carrots, Spinach"
7341,DRI03,Dairy,"Milk, Butter, Cheese"
7342,FDL38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7343,FDR37,Breakfast,"Oats, Cornflakes, Granola"
7344,FDT59,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7345,FDV28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7346,NCX53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7347,FDZ12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7348,NCT05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7349,FDW38,Dairy,"Milk, Butter, Cheese"
7350,FDD33,Fruits and Vegetables,"Apples, Carrots, Spinach"
7351,FDV39,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7352,DRE25,Soft Drinks,"Cola, Lemonade, Orange Juice"
7353,FDC59,Starchy Foods,"Rice, Pasta, Potatoes"
7354,FDF58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7355,NCP50,Others,Miscellaneous Grocery Items
7356,FDS33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7357,FDP08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7358,FDF29,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7359,NCF30,Household,"Detergent, Dish Soap, Paper Towels"
7360,FDI50,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7361,FDD56,Fruits and Vegetables,"Apples, Carrots, Spinach"
7362,NCN41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7363,FDE23,Starchy Foods,"Rice, Pasta, Potatoes"
7364,FDL26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7365,NCB30,Household,"Detergent, Dish Soap, Paper Towels"
7366,FDY50,Dairy,"Milk, Butter, Cheese"
7367,NCK19,Others,Miscellaneous Grocery Items
7368,NCR38,Household,"Detergent, Dish Soap, Paper Towels"
7369,FDI28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7370,FDO24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7371,FDC45,Fruits and Vegetables,"Apples, Carrots, Spinach"
7372,FDU27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7373,FDS09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7374,DRE13,Soft Drinks,"Cola, Lemonade, Orange Juice"
7375,FDV15,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7376,FDH26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7377,FDI22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7378,FDJ26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7379,FDD26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7380,NCI55,Household,"Detergent, Dish Soap, Paper Towels"
7381,FDA35,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7382,FDN21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7383,NCM43,Others,Miscellaneous Grocery Items
7384,FDD09,Fruits and Vegetables,"Apples, Carrots, Spinach"
7385,FDI24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7386,NCN41,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7387,NCT53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7388,FDQ47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7389,NCD42,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7390,FDI21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7391,FDS48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7392,FDW50,Dairy,"Milk, Butter, Cheese"
7393,FDO37,Breakfast,"Oats, Cornflakes, Granola"
7394,FDS04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7395,FDP38,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7396,NCF06,Household,"Detergent, Dish Soap, Paper Towels"
7397,FDR35,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7398,FDB04,Dairy,"Milk, Butter, Cheese"
7399,FDK16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7400,FDM57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7401,FDF45,Fruits and Vegetables,"Apples, Carrots, Spinach"
7402,FDH04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7403,FDL25,Breakfast,"Oats, Cornflakes, Granola"
7404,FDK40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7405,FDV46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7406,FDU31,Fruits and Vegetables,"Apples, Carrots, Spinach"
7407,NCQ53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7408,FDD09,Fruits and Vegetables,"Apples, Carrots, Spinach"
7409,FDY19,Fruits and Vegetables,"Apples, Carrots, Spinach"
7410,FDI33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7411,FDG08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7412,FDE39,Dairy,"Milk, Butter, Cheese"
7413,FDH53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7414,FDB09,Fruits and Vegetables,"Apples, Carrots, Spinach"
7415,FDI22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7416,FDX24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7417,FDE09,Fruits and Vegetables,"Apples, Carrots, Spinach"
7418,FDJ57,Seafood,"Salmon, Shrimp, Tuna"
7419,DRC49,Soft Drinks,"Cola, Lemonade, Orange Juice"
7420,FDU19,Fruits and Vegetables,"Apples, Carrots, Spinach"
7421,FDU43,Fruits and Vegetables,"Apples, Carrots, Spinach"
7422,FDA50,Dairy,"Milk, Butter, Cheese"
7423,NCM29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7424,FDQ13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7425,FDB26,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7426,FDI21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7427,FDV25,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7428,FDQ23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7429,FDJ41,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7430,NCO42,Household,"Detergent, Dish Soap, Paper Towels"
7431,FDQ13,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7432,FDU47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7433,FDW57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7434,DRN47,Hard Drinks,"Whiskey, Vodka, Rum"
7435,FDW28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7436,NCN42,Household,"Detergent, Dish Soap, Paper Towels"
7437,FDR60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7438,FDO09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7439,FDX45,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7440,FDH27,Dairy,"Milk, Butter, Cheese"
7441,FDO08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7442,FDG10,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7443,FDZ40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7444,FDZ27,Dairy,"Milk, Butter, Cheese"
7445,FDZ46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7446,FDI46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7447,NCW53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7448,FDY52,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7449,FDU07,Fruits and Vegetables,"Apples, Carrots, Spinach"
7450,NCQ05,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7451,FDT16,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7452,NCJ17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7453,NCY29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7454,NCQ18,Household,"Detergent, Dish Soap, Paper Towels"
7455,FDS02,Dairy,"Milk, Butter, Cheese"
7456,NCK31,Others,Miscellaneous Grocery Items
7457,FDH60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7458,FDO19,Fruits and Vegetables,"Apples, Carrots, Spinach"
7459,DRF37,Soft Drinks,"Cola, Lemonade, Orange Juice"
7460,FDN21,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7461,FDM14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7462,FDO08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7463,FDS27,Meat,"Chicken Breast, Beef Steak, Lamb Chops"
7464,DRM59,Hard Drinks,"Whiskey, Vodka, Rum"
7465,NCO29,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7466,FDC32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7467,DRA12,Soft Drinks,"Cola, Lemonade, Orange Juice"
7468,FDI14,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7469,DRG51,Dairy,"Milk, Butter, Cheese"
7470,FDR33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7471,FDS23,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7472,NCF43,Household,"Detergent, Dish Soap, Paper Towels"
7473,DRN37,Soft Drinks,"Cola, Lemonade, Orange Juice"
7474,FDX57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7475,NCC42,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7476,FDS47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7477,DRK35,Hard Drinks,"Whiskey, Vodka, Rum"
7478,DRF37,Soft Drinks,"Cola, Lemonade, Orange Juice"
7479,DRI23,Hard Drinks,"Whiskey, Vodka, Rum"
7480,FDB28,Dairy,"Milk, Butter, Cheese"
7481,FDU50,Dairy,"Milk, Butter, Cheese"
7482,FDD22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7483,FDG04,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7484,FDM08,Fruits and Vegetables,"Apples, Carrots, Spinach"
7485,FDI28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7486,FDM57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7487,NCS17,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7488,FDX44,Fruits and Vegetables,"Apples, Carrots, Spinach"
7489,DRE03,Dairy,"Milk, Butter, Cheese"
7490,FDT46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7491,FDW60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7492,FDE44,Fruits and Vegetables,"Apples, Carrots, Spinach"
7493,FDT24,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7494,FDO20,Fruits and Vegetables,"Apples, Carrots, Spinach"
7495,FDV47,Breads,"Whole Wheat Bread, Multigrain Bread, Baguette"
7496,FDZ26,Dairy,"Milk, Butter, Cheese"
7497,FDK48,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7498,FDX32,Fruits and Vegetables,"Apples, Carrots, Spinach"
7499,FDE56,Fruits and Vegetables,"Apples, Carrots, Spinach"
7500,DRJ01,Soft Drinks,"Cola, Lemonade, Orange Juice"
7501,FDC53,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7502,NCN07,Others,Miscellaneous Grocery Items
7503,FDI28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7504,NCO55,Others,Miscellaneous Grocery Items
7505,FDP46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7506,FDX26,Dairy,"Milk, Butter, Cheese"
7507,FDD56,Fruits and Vegetables,"Apples, Carrots, Spinach"
7508,FDP12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7509,FDT40,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7510,FDV57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7511,FDZ09,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7512,FDA07,Fruits and Vegetables,"Apples, Carrots, Spinach"
7513,FDV36,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7514,FDQ01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7515,FDW46,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7516,FDW19,Fruits and Vegetables,"Apples, Carrots, Spinach"
7517,FDY01,Canned,"Canned Beans, Canned Corn, Canned Tomatoes"
7518,FDG60,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7519,FDL22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7520,DRK01,Soft Drinks,"Cola, Lemonade, Orange Juice"
7521,FDO12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7522,FDX12,Baking Goods,"All-Purpose Flour, Baking Powder, Cocoa Powder"
7523,FDR28,Frozen Foods,"Frozen Pizza, Frozen Vegetables, Ice Cream"
7524,FDH57,Fruits and Vegetables,"Apples, Carrots, Spinach"
7525,FDC04,Dairy,"Milk, Butter, Cheese"
7526,NCI06,Household,"Detergent, Dish Soap, Paper Towels"
7527,NCY53,Health and Hygiene,"Toothpaste, Shampoo, Soap"
7528,FDR22,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7529,FDM33,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7530,FDO57,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
7531,FDO56,Fruits and Vegetables,"Apples, Carrots, Spinach"
7532,FDO58,Snack Foods,"Potato Chips, Popcorn, Chocolate Bars"
